player_name,mlb_id,team_code,is_pitcher,AB,H,R,HR,RBI,SB,AVG,W,SV,K,IP,ER,ERA,WHIP
J. Soto,,DKG,False,,,,,,,,,,,,,,
R. Acuna,,DMK,False,,,,,,,,,,,,,,
V. Robles,,DDG,False,,,,,,,,,,,,,,
T. Grisham,,SKD,False,,,,,,,,,,,,,,
C. Yelich,,RGS,False,,,,,,,,,,,,,,
S. Marte,,DEV,False,,,,,,,,,,,,,,
M. Betts,,LDY,False,,,,,,,,,,,,,,
B. Harper,,SHO,False,,,,,,,,,,,,,,
J. Heyward,,DKG,False,,,,,,,,,,,,,,
E. Hernandez,,DMK,False,,,,,,,,,,,,,,
D. Dahl,,DDG,False,,,,,,,,,,,,,,
B. Nimmo,,SKD,False,,,,,,,,,,,,,,
C. Bellinger,,RGS,False,,,,,,,,,,,,,,
M. Ozuna,,DEV,False,,,,,,,,,,,,,,
J. Pederson,,LDY,False,,,,,,,,,,,,,,
S. Kingery,,SHO,False,,,,,,,,,,,,,,
N. Senzel,,DKG,False,,,,,,,,,,,,,,
S. Hillaird,,DMK,False,,,,,,,,,,,,,,
K. Schwarber,,DDG,False,,,,,,,,,,,,,,
C. Blackmon,,SKD,False,,,,,,,,,,,,,,
A. Eaton,,RGS,False,,,,,,,,,,,,,,
T. Pham,,DEV,False,,,,,,,,,,,,,,
A. Riley,,LDY,False,,,,,,,,,,,,,,
B. Gamel,,SHO,False,,,,,,,,,,,,,,
I. Happ,,DKG,False,,,,,,,,,,,,,,
T. Edman,,DMK,False,,,,,,,,,,,,,,
G. Polanco,,DDG,False,,,,,,,,,,,,,,
B. Reynolds,,SKD,False,,,,,,,,,,,,,,
A. McCutchen,,RGS,False,,,,,,,,,,,,,,
N. Castellanos,,DEV,False,,,,,,,,,,,,,,
T. O'Neil,,LDY,False,,,,,,,,,,,,,,
M. Yaztrzemski,,SHO,False,,,,,,,,,,,,,,
W. Myers,,DKG,False,,,,,,,,,,,,,,
K. Calhoun,,DMK,False,,,,,,,,,,,,,,
JD Davis,,DDG,False,,,,,,,,,,,,,,
AJ Pollock,,SKD,False,,,,,,,,,,,,,,
C. Dickerson,,RGS,False,,,,,,,,,,,,,,
M. Conforto,,DEV,False,,,,,,,,,,,,,,
Y. Cespedes,,LDY,False,,,,,,,,,,,,,,
A. Aquino,,SHO,False,,,,,,,,,,,,,,
P. Goldschmidt,,DKG,False,,,,,,,,,,,,,,
C. Walker,,DMK,False,,,,,,,,,,,,,,
D. Murphy,,DDG,False,,,,,,,,,,,,,,
E. Hosmer,,SKD,False,,,,,,,,,,,,,,
F. Freeman,,RGS,False,,,,,,,,,,,,,,
R. Hoskins,,DEV,False,,,,,,,,,,,,,,
E. Thames,,LDY,False,,,,,,,,,,,,,,
P. Alonso,,SHO,False,,,,,,,,,,,,,,
M. Muncy,,DKG,False,,,,,,,,,,,,,,
J. Baez,,DMK,False,,,,,,,,,,,,,,
O. Albies,,DDG,False,,,,,,,,,,,,,,
K. Marte,,SKD,False,,,,,,,,,,,,,,
R. McMahon,,RGS,False,,,,,,,,,,,,,,
K. Hiura,,DEV,False,,,,,,,,,,,,,,
J. Kipnis,,LDY,False,,,,,,,,,,,,,,
S. Castro,,SHO,False,,,,,,,,,,,,,,
J. Turner,,DKG,False,,,,,,,,,,,,,,
M. Moustakas,,DMK,False,,,,,,,,,,,,,,
N. Arenado,,DDG,False,,,,,,,,,,,,,,
K. Bryant,,SKD,False,,,,,,,,,,,,,,
C. Moran,,RGS,False,,,,,,,,,,,,,,
E. Escobar,,DEV,False,,,,,,,,,,,,,,
E. Sogard,,LDY,False,,,,,,,,,,,,,,
E. Suarez,,SHO,False,,,,,,,,,,,,,,
F. Tatis Jr.,,DKG,False,,,,,,,,,,,,,,
J. Villar,,DMK,False,,,,,,,,,,,,,,
J. Segura,,DDG,False,,,,,,,,,,,,,,
T. Story,,SKD,False,,,,,,,,,,,,,,
D. Swanson,,RGS,False,,,,,,,,,,,,,,
P. Dejong,,DEV,False,,,,,,,,,,,,,,
